ID,Street,Non-Homestead,Account,Code,"2016 City","2016 Full","2017 City","2017 Full","2018 City","2018 Full","2019 City","2019 Full","2020 City","2020 Full","2021 City","2021 Full","2022 City","2022 Full","Sale Date","Sale Price","Sale AV",2016OwnerAtAddress,2017OwnerAtAddress,2018OwnerAtAddress,2019OwnerAtAddress,2020OwnerAtAddress,2021OwnerAtAddress,2022OwnerAtAddress,Latitude,Longitude,TigerLine,DistanceFromCityHall,20162022Diff,SaleAssessDiff,SaleAssessDiffPercent,SqFt,Bathrooms,Bedrooms,YearBuilt,LandSize,Zoning,Ward,CensusBlock,AVPerSqFt,AVChangePercent,SalePricePerSqFt,NbhdCode,2021Vacant,2021Violations,OpportunityZone
20-2-2,"421 Third St",0,312000,210,104000,104000,107500,107500,107500,107500,107500,107500,134500,134500,148000,148000,177600,177600,,,,1,1,1,1,1,1,1,41.50522,-74.02803,124413361,1609,73600,,,1176.0,2.5,3.0,1920,1920,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",151.02,0.71,,6,0,0,1
20-2-3,"419 Third St",0,311950,210,114800,114800,117300,117300,117300,117300,117300,117300,135800,135800,149400,149400,179300,179300,,,,1,1,1,1,1,1,1,41.50521,-74.02792,124413361,1600,64500,,,1188.0,1.0,3.0,1910,1910,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",150.93,0.56,,6,0,0,1
20-2-4,"417 Third St",0,311900,210,116100,116100,119200,119200,119200,119200,107200,119200,40315,,44990,,112600,112600,,,,1,1,1,1,1,1,1,41.505203,-74.027824,124413361,1593,-3500,,,1368.0,1.0,3.0,1930,1930,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",82.31,-0.03,,6,0,0,1
20-2-5,"415 Third St",0,311850,210,113800,113800,118000,118000,118000,118000,118000,118000,139400,139400,153300,153300,184000,184000,,,,1,1,1,1,1,1,1,41.505196,-74.027725,124413361,1585,70200,,,1144.0,1.0,3.0,1930,1930,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",160.84,0.62,,6,0,0,1
20-2-6,"413 Third St",0,311825,210,120200,120200,98600,98600,98600,98600,98600,98600,138700,138700,152600,152600,183100,183100,2016-05-06,52500,120200,1,1,1,1,1,1,1,41.505188,-74.027626,124413361,1577,62900,-67700,-0.56,1192.0,1.0,3.0,1926,1926,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",153.61,0.52,44.04,6,0,0,1
20-2-7,"411 Third St",0,311800,210,125200,125200,128700,128700,128700,128700,128700,128700,88700,88700,97600,97600,117100,117100,,,,1,1,1,1,1,1,1,41.50518,-74.02753,124413361,1569,-8100,,,1386.0,1.5,3.0,1920,1920,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",84.49,-0.06,,6,0,0,1
20-2-8,"409 Third St",0,311750,210,116900,116900,119700,119700,119700,119700,119700,119700,81000,81000,89100,89100,106900,106900,,,,1,1,1,1,1,1,1,41.505177,-74.02742,124413361,1560,-10000,,,1188.0,1.5,3.0,1910,1910,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",89.98,-0.09,,6,0,0,1
20-2-9,"407 Third St",0,311700,220,82600,82600,60800,60800,60800,60800,155100,155100,156700,156700,248700,248700,298400,298400,2020-11-24,315000,156700,1,1,1,1,1,1,1,41.50517,-74.02732,124413361,1552,215800,158300,1.01,1804.0,2.0,5.0,1925,1925,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",165.41,2.61,174.61,6,1,0,1
20-3-1,"97 Fullerton Ave",1,126150,482,157900,157900,157900,157900,157900,157900,157900,157900,186000,186000,186000,186000,186000,186000,2012-03-16,157500,136900,1,1,1,1,1,1,1,41.50489,-74.02613,124413371,1449,28100,20600,0.15,2160.0,null,null,1949,1949,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",86.11,0.18,72.92,21,0,0,1
20-3-10,"75 Fullerton Ave",0,125700,210,103500,103500,127100,127100,127100,127100,127100,127100,149800,149800,164800,164800,197800,197800,2015-09-29,132500,103500,1,1,1,1,1,1,1,41.50427,-74.0262,124413371,1430,94300,29000,0.28,1175.0,1.0,3.0,1925,1925,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",168.34,0.91,112.77,6,0,0,1
20-3-11,"73 Fullerton Ave",0,125650,210,108500,108500,112300,112300,112300,112300,112300,112300,146600,146600,161300,161300,193600,193600,2015-12-29,105000,108500,1,1,1,1,1,1,1,41.504215,-74.02621,124413371,1429,85100,-3500,-0.03,1114.0,1.0,3.0,1910,1910,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",173.79,0.78,94.25,6,0,0,1
20-3-12,"71 Fullerton Ave",0,125600,210,119200,119200,120000,120000,120000,120000,120000,120000,143500,143500,157900,157900,189500,189500,,,,1,1,1,1,1,1,1,41.504158,-74.026215,124413371,1427,70300,,,1144.0,1.5,2.0,1920,1920,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",165.65,0.59,,6,0,0,1
20-3-13,"69 Fullerton Ave",0,125550,210,104800,104800,117100,117100,117100,117100,117100,117100,133000,133000,146300,146300,175600,175600,,,,1,1,1,1,1,1,1,41.5041,-74.02622,124413371,1425,70800,,,1304.0,1.0,3.0,1925,1925,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",134.66,0.68,,6,0,0,1
20-3-14,"67 Fullerton Ave",0,125500,210,114500,114500,124800,124800,124800,124800,124800,124800,147700,147700,162500,162500,195000,195000,,,,1,1,1,1,1,1,1,41.504044,-74.02623,124413371,1424,80500,,,1381.0,1.0,3.0,1887,1887,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",141.2,0.7,,6,0,0,1
20-3-15,"1 Humphries Pl",0,159300,210,36100,75500,31350,66000,31350,66000,31350,66000,45950,95200,50700,104700,61150,125600,,,,1,1,1,1,1,1,1,41.50434,-74.02711,124413363,1504,50100,,,704.0,1.0,1.0,1945,1945,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",178.41,0.66,,6,0,0,1
20-3-16,"3 Humphries Pl",0,159250,210,70300,70300,82900,82900,82900,82900,155200,155200,195400,195400,214900,214900,257900,257900,2018-12-14,190000,82900,1,1,1,1,1,1,1,41.50434,-74.02713,124413363,1506,187600,107100,1.29,1302.0,2.0,3.0,1928,1928,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",198.08,2.67,145.93,6,0,0,1
20-3-17,"5 Humphries Pl",0,159200,210,124100,124100,143900,143900,143900,143900,143900,143900,206300,206300,226900,226900,272300,272300,,,,1,1,1,1,1,1,1,41.504345,-74.02715,124413363,1507,148200,,,1425.0,2.0,4.0,1954,1954,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",191.09,1.19,,6,0,0,1
20-3-18,"7 Humphries Pl",0,159150,210,121400,133400,129600,141600,129600,141600,129600,141600,177300,189300,196200,208200,237800,249800,,,,1,1,1,1,1,1,1,41.504345,-74.027176,124413363,1509,116400,,,1148.0,1.0,2.0,1960,1960,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",217.6,0.87,,6,0,0,1
20-3-19,"22 Valley Ave",2,318250,411,181500,181500,198200,198200,202300,202300,202300,202300,240000,240000,280600,280600,280600,280600,,,,1,1,1,1,1,1,1,41.504353,-74.02833,124413362,1601,99100,,,2912.0,null,null,1938,1938,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",96.36,0.55,,21,0,0,1
20-3-2,"93 Fullerton Ave",0,126100,230,86600,86600,86600,86600,86600,86600,86600,86600,149800,149800,172300,172300,206800,206800,,,,1,1,1,1,1,1,1,41.504776,-74.02614,124413371,1445,120200,,,1048.0,3.0,3.0,1900,1900,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",197.33,1.39,,6,0,0,1
20-3-20,"18 Valley Ave",0,318200,220,118900,118900,125100,125100,125100,125100,125100,125100,161500,161500,185700,185700,222800,222800,,,,1,1,1,1,1,1,1,41.50418,-74.02835,124413362,1597,103900,,,1740.0,2.0,3.0,1976,1976,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",128.05,0.87,,6,0,0,1
20-3-21,"16 Valley Ave",0,318150,220,123600,123600,128200,128200,128200,128200,128200,128200,173600,173600,199600,199600,239500,239500,,,,1,1,1,1,1,1,1,41.504097,-74.02836,124413362,1595,115900,,,1680.0,2.0,4.0,1925,1925,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",142.56,0.94,,6,0,0,1
20-3-22,"14 Valley Ave",0,318100,220,104300,104300,112700,112700,112700,112700,112700,112700,155100,155100,178400,178400,214100,214100,,,,1,1,1,1,1,1,1,41.504013,-74.028366,124413362,1593,109800,,,1680.0,2.0,4.0,1920,1920,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",127.44,1.05,,6,0,0,1
20-3-23,"12 Valley Ave",0,318050,210,97700,97700,102500,102500,102500,102500,102500,102500,146300,146300,160900,160900,193100,193100,,,,1,1,1,1,1,1,1,41.503925,-74.02837,124413362,1590,95400,,,1080.0,1.5,3.0,1926,1926,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",178.8,0.98,,6,0,0,1
20-3-24,"10 Valley Ave",0,317950,210,113300,113300,111600,111600,111600,111600,111600,111600,135700,135700,149300,149300,179200,179200,,,,1,1,1,1,1,1,1,41.50384,-74.02839,124413362,1589,65900,,,1280.0,1.0,3.0,1925,1925,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",140,0.58,,6,0,0,1
20-3-25,"8 Valley Ave",0,317900,312,2100,2100,2100,2100,2100,2100,4100,4100,4100,4100,4100,4100,4400,4400,,,,1,1,1,1,1,1,1,41.503757,-74.0284,124413362,1588,2300,,,null,null,null,null,null,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",,1.1,,6,0,0,1
20-3-26,"468 A First St",0,113000,311,800,800,800,800,800,800,1200,1200,1200,1200,1200,1200,1300,1300,,,,1,1,1,1,1,1,1,,,,0,500,,,null,null,null,null,null,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",,0.63,,6,0,0,1
20-3-27,"468 First St",0,112950,210,94700,114700,95800,115800,95800,115800,95800,115800,127600,147600,142400,162400,194900,194900,,,,1,1,1,1,1,1,1,41.503414,-74.02827,124413341,1568,80200,,,1540.0,1.0,3.0,1927,1927,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",126.56,0.7,,6,0,0,1
20-3-28,"462 First St",0,112900,210,122500,122500,128000,128000,128000,128000,128000,128000,187600,187600,206400,206400,247700,247700,2022-01-12,259900,206400,1,1,1,1,1,1,1,41.5034,-74.028015,124413341,1547,125200,53500,0.26,1622.0,1.0,3.0,1900,1900,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",152.71,1.02,160.23,6,0,0,1
20-3-29,"460 First St",0,112850,210,120000,120000,120000,120000,120000,120000,120000,120000,148900,148900,163800,163800,196600,196600,,,,1,1,1,1,1,1,1,41.50339,-74.02793,124413341,1540,76600,,,1058.0,1.0,3.0,1960,1960,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",185.82,0.64,,6,0,0,1
20-3-3,"91 Fullerton Ave",0,126050,210,75700,75700,31300,31300,90600,90600,90600,90600,119800,119800,131800,131800,158200,158200,,,,1,1,1,1,1,1,1,41.504723,-74.026146,124413371,1443,82500,,,1160.0,1.5,3.0,1915,1915,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",136.38,1.09,,6,0,0,1
20-3-30,"458 First St",0,112800,210,124200,124200,128500,128500,128500,128500,128500,128500,186300,186300,204900,204900,245900,245900,,,,1,1,1,1,1,1,1,41.503387,-74.02784,124413341,1532,121700,,,1656.0,1.5,3.0,1921,1921,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",148.49,0.98,,6,0,0,1
20-3-31,"454 First St",0,112750,210,140400,140400,130300,130300,130300,130300,130300,130300,133500,133500,146900,146900,176300,176300,,,,1,1,1,1,1,1,1,41.503376,-74.02767,124413341,1518,35900,,,1620.0,1.0,3.0,1910,1910,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",108.83,0.26,,6,0,0,1
20-3-32,"450 First St",0,112700,210,112900,112900,116600,116600,116600,116600,116600,116600,134000,134000,147400,147400,176900,176900,,,,1,1,1,1,1,1,1,41.503365,-74.027504,124413341,1504,64000,,,1156.0,1.0,3.0,1925,1925,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",153.03,0.57,,6,0,0,1
20-3-33,"448 First St",0,112650,230,159900,159900,171200,171200,171200,171200,171200,171200,221800,221800,255100,255100,306100,306100,2021-08-23,265500,255100,1,1,1,1,1,1,1,41.50336,-74.02742,124413341,1498,146200,10400,0.04,2220.0,3.0,6.0,1915,1915,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",137.88,0.91,119.59,6,0,0,1
20-3-34,"446 First St",0,112600,210,0,64600,26600,26600,116700,116700,116700,116700,187600,187600,187600,187600,225100,225100,2018-09-27,180000,116700,1,1,1,1,1,1,1,41.503353,-74.02733,124413341,1490,160500,63300,0.54,1225.0,1.5,3.0,1925,1925,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",183.76,2.48,146.94,6,0,0,1
20-3-35,"444 First St",0,112550,210,120400,120400,134000,134000,134000,134000,134000,134000,163600,163600,180000,180000,216000,216000,,,,1,1,1,1,1,1,1,41.50335,-74.027245,124413341,1483,95600,,,1256.0,1.0,4.0,1938,1938,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",171.97,0.79,,6,0,0,1
20-3-36,"438 First St",0,112500,220,136100,136100,139200,139200,139200,139200,139200,139200,77000,77000,88600,88600,227700,227700,,,,1,1,1,1,1,1,1,41.50333,-74.02699,124413341,1462,91600,,,2070.0,2.0,4.0,1925,1925,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",110,0.67,,6,0,0,1
20-3-37,"436 First St",0,112450,220,127300,127300,132600,132600,132600,132600,132600,132600,176200,176200,202600,202600,243100,243100,2017-02-03,125000,127300,1,1,1,1,1,1,1,41.503326,-74.02691,124413341,1455,115800,-2300,-0.02,2070.0,2.0,4.0,1920,1920,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",117.44,0.91,60.39,6,0,0,1
20-3-38,"434 First St",0,112400,210,121200,121200,119500,119500,119500,119500,119500,119500,128900,128900,141800,141800,170200,170200,,,,1,1,1,1,1,1,1,41.50332,-74.026825,124413341,1448,49000,,,1266.0,1.0,2.0,1900,1900,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",134.44,0.4,,6,0,0,1
20-3-4,"89 Fullerton Ave",0,126000,210,78700,78700,64800,64800,64800,64800,64800,64800,122000,122000,134200,134200,161000,161000,,,,1,1,1,1,1,1,1,41.504665,-74.02615,124413371,1441,82300,,,1370.0,1.0,3.0,1915,1915,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",117.52,1.05,,6,0,0,1
20-3-40,"430 First St",0,112300,210,108500,108500,108500,108500,108500,108500,108500,108500,122100,122100,134300,134300,161200,161200,,,,1,1,1,1,1,1,1,41.503307,-74.02665,124413341,1434,52700,,,1232.0,1.0,3.0,1920,1920,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",130.84,0.49,,6,0,0,1
20-3-41,"428 First St",0,112250,230,134700,134700,134700,134700,134700,134700,134700,134700,223200,223200,256700,256700,308000,308000,,,,1,1,1,1,1,1,1,41.503304,-74.026566,124413341,1427,173300,,,1927.0,3.0,5.0,1895,1895,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",159.83,1.29,,6,0,0,1
20-3-42,"65 Fullerton Ave",0,670251,311,0,900,0,900,0,900,0,1300,0,1300,0,1300,0,1400,,,,1,1,1,1,1,1,1,41.50399,-74.02624,124413371,1423,500,,,null,null,null,null,null,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",,0.56,,6,0,0,1
20-3-5,"87 Fullerton Ave",0,125950,220,86700,86700,94500,94500,94500,94500,94500,94500,103900,103900,119500,119500,143400,143400,,,,1,1,1,1,1,1,1,41.50461,-74.02616,124413371,1440,56700,,,1446.0,2.0,4.0,1910,1910,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",99.17,0.65,,6,0,0,1
20-3-6,"81 Fullerton Ave",0,125900,210,57050,114100,58750,117500,58750,117500,58750,117500,66350,132700,73000,146000,87600,175200,,,,1,1,1,1,1,1,1,41.50444,-74.026184,124413371,1435,61100,,,1170.0,2.0,3.0,1926,1926,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",149.74,0.54,,6,0,0,1
20-3-7,"79 A Fullerton Ave",0,125850,210,128100,128100,121700,121700,121700,121700,121700,121700,126900,126900,139600,139600,167500,167500,,,,1,1,1,1,1,1,1,41.50442,-74.026184,124413371,1434,39400,,,1206.0,1.0,3.0,1890,1890,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",138.89,0.31,,6,0,0,1
20-3-8,"79 Fullerton Ave",0,125800,210,118900,118900,119100,119100,119100,119100,119100,119100,144100,144100,158500,158500,190200,190200,,,,1,1,1,1,1,1,1,41.504383,-74.02619,124413371,1433,71300,,,1309.0,1.0,3.0,1926,1926,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",145.3,0.6,,6,0,0,1
20-3-9,"77 Fullerton Ave",0,125750,210,133000,133000,135300,135300,135300,135300,135300,135300,138200,138200,152000,152000,91200,182400,,,,1,1,1,1,1,1,1,41.504326,-74.02619,124413371,1431,49400,,,1580.0,2.0,3.0,1930,1930,"Residential Low Density","Ward 3","County 071 Tract 000300 Block Group 3",115.44,0.37,,6,0,0,1
21-1-1,"387 Third St",0,311650,210,65100,65100,33900,33900,60600,140600,70600,140600,123000,183000,151300,201300,201600,241600,,,,1,1,1,1,1,1,1,41.50507,-74.02585,124413370,1435,176500,,,1377.0,1.0,3.0,1925,1925,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",175.45,2.71,,6,0,0,1
21-1-10,"14 Underhill Pl",0,316750,210,107000,119000,105200,117200,105200,117200,105200,117200,137300,149300,152200,164200,185000,197000,,,,1,1,1,1,1,1,1,41.50466,-74.02475,639223186,1333,78000,,,1200.0,1.0,2.0,1925,1925,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",164.17,0.66,,6,0,0,1
21-1-12,"18 Underhill Pl",0,316850,230,96100,96100,96100,96100,96100,96100,96100,96100,207200,207200,238300,238300,286000,286000,,,,1,1,1,1,1,1,1,41.504597,-74.02476,639223186,1331,189900,,,1504.0,3.0,4.0,1925,1925,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",190.16,1.98,,6,1,0,1
21-1-13,"396 First St",0,111650,220,72400,72400,63800,63800,63800,63800,63800,63800,104500,104500,120200,120200,144200,144200,,,,1,1,1,1,1,1,1,41.503216,-74.02535,124413411,1327,71800,,,1588.0,2.0,2.0,1920,1920,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",90.81,0.99,,6,0,0,1
21-1-14,"398 First St",0,111700,220,111900,111900,110200,110200,110200,110200,110200,110200,175100,175100,201400,201400,241700,241700,,,,1,1,1,1,1,1,1,41.50322,-74.02541,124413411,1332,129800,,,1218.0,2.0,6.0,1925,1925,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",198.44,1.16,,6,0,0,1
21-1-15,"404 First St",0,111750,210,133000,133000,126700,126700,126700,126700,126700,126700,161500,161500,177700,177700,213200,213200,,,,1,1,1,1,1,1,1,41.503235,-74.02559,124413411,1347,80200,,,2280.0,1.5,2.0,1925,1925,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",93.51,0.6,,6,0,0,1
21-1-16,"406 First St",0,111800,210,112500,112500,102800,102800,102800,102800,102800,102800,127500,127500,140300,140300,168400,168400,,,,1,1,1,1,1,1,1,41.50324,-74.02565,124413411,1352,55900,,,1260.0,1.0,4.0,1925,1925,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",133.65,0.5,,6,0,0,1
21-1-17,"408 First St",0,111900,210,105000,105000,108900,108900,108900,108900,108900,108900,136400,136400,150000,150000,180000,180000,,,,1,1,1,1,1,1,1,41.503242,-74.02571,124413411,1357,75000,,,946.0,1.0,3.0,1925,1925,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",190.27,0.71,,6,0,0,1
21-1-18,"412 First St",0,111950,220,121900,121900,120000,120000,120000,120000,120000,120000,169200,169200,194600,194600,233500,233500,,,,1,1,1,1,1,1,1,41.50325,-74.025826,124413411,1366,111600,,,1944.0,2.0,4.0,1925,1925,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",120.11,0.92,,6,0,0,1
21-1-2,"379 Third St",0,311600,210,105700,105700,105700,105700,105700,105700,105700,105700,126900,126900,139600,139600,167500,167500,,,,1,1,1,1,1,1,1,41.505062,-74.02571,124413370,1424,61800,,,1176.0,1.0,3.0,1930,1930,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",142.43,0.58,,6,0,0,1
21-1-20,"416 First St",0,112000,220,159400,159400,153300,153300,153300,153300,153300,153300,226900,226900,260900,260900,313100,313100,,,,1,1,1,1,1,1,1,41.503258,-74.02595,124413411,1376,153700,,,2819.0,2.0,6.0,1925,1925,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",111.07,0.96,,6,0,0,1
21-1-21,"418 First St",0,112050,220,74500,74500,73300,73300,73300,73300,73300,73300,145700,145700,167600,167600,201100,201100,,,,1,1,1,1,1,1,1,41.50326,-74.026,124413411,1380,126600,,,1640.0,2.0,4.0,1925,1925,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",122.62,1.7,,6,0,0,1
21-1-22,"420 First St",0,112100,220,86900,86900,0,37000,37000,37000,115000,115000,70350,138600,99400,159400,141300,191300,,,,1,1,1,1,1,1,1,41.50327,-74.02606,124413411,1386,104400,,,1332.0,2.0,2.0,1925,1925,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",143.62,1.2,,6,0,0,1
21-1-24.1,"424 First St",0,112200,220,123000,123000,125900,125900,125900,125900,125900,125900,232700,232700,267600,267600,321100,321100,2017-11-20,225000,125900,1,1,1,1,1,1,1,,,,0,198100,99100,0.79,2214.0,3.0,5.0,1925,1925,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",145.03,1.61,101.63,6,0,0,1
21-1-25,"68 Fullerton Ave",0,122250,220,91000,91000,91000,91000,91000,91000,91000,91000,66800,133600,76800,153600,92150,184300,,,,1,1,1,1,1,1,1,41.5041,-74.02621,124413371,1424,93300,,,2216.0,3.0,6.0,1901,1901,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",83.17,1.03,,6,0,0,1
21-1-26,"70 Fullerton Ave",0,122300,311,34700,34700,21300,21300,21300,21300,21300,21300,40300,40300,16300,16300,17900,17900,2019-06-28,40000,21300,1,1,1,1,1,1,1,41.504158,-74.0262,124413371,1426,-16800,18700,0.88,990.0,1.0,3.0,1925,1925,"Residential Low Density","Ward 4","County 071 Tract 000300 Block Group 2",18.08,-0.48,40.4,6,1,1,1
